annotated,avg_loss,epoch,log_file,model_type,partial_avg_loss,sample_text,sample_type,total_epochs,val_loss
,10.2407,1,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"lstm_seq] Current learning rate: 0.001
[lstm_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a time was,, was,, was,, was,, was,, was,, was
Annotated:
Once upon a time was,, was,, was,, was,, was,, was,, was

[lstm_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a practicallected three cozydirectorySay very day trains Mary eager married Louisiana faithful, onwards steadily an Boko are
Annotated:
Once upon a practicallected three cozydirectorySay very day trains Mary eager married Louisiana faithful, onwards steadily an Boko are

[lstm_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon a manip¯ derived Zionism assaults, found some outing who old monastery sudo walking doping table Thailand was abolition gave
Annotated:
Once upon a manip¯ derived Zionism assaults, found some outing who old monastery sudo walking doping table Thailand was abolition gave
--------------------------------------------------
Training model: TransformerModel(
  (token_emb): Embedding(50257, 64)
  (pos_emb): Embedding(32, 64)
  (blocks): ModuleList(
    (0-5): 6 x TransformerBlock(
      (attn): MultiHeadAttention(
        (qkv_proj): Linear(in_features=64, out_features=192, bias=True)
        (out_proj): Linear(in_features=64, out_features=64, bias=True)
      )
      (mlp): Sequential(
        (0): Linear(in_features=64, out_features=256, bias=True)
        (1): GELU(approximate='none')
        (2): Linear(in_features=256, out_features=64, bias=True)
      )
      (norm1): RMSNorm()
      (norm2): RMSNorm()
    )
  )
  (norm_final): RMSNorm()
  (output_proj): Linear(in_features=64, out_features=50257, bias=True)
) with monosemantic info: True

=== Training model: kvcache_transformer ===

[kvcache_transformer] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon aUL Tar gay CrushoniteUL Tar gay CrushoniteUL Tar gay CrushoniteUL Tar gay Crushonite
 Annotated: Once upon aUL[NN=[' τ', 'internal', ' Solar', 'gado', ' biologists']] Tar[NN=['pert', ' facts', 'inations', ' FOIA', 'Story']] gay[NN=['urt', ' counterfeit', ' Curiosity', ' plaintiffs', ' chast']] Crush[NN=[' robberies', ' 291', ' frust', ' Kirst', ' swath']]onite[NN=[' kills', 'Between', 'Chicago', ' Gingrich', ' Supports']]UL[NN=[' τ', 'internal', ' Solar', 'gado', ' biologists']] Tar[NN=['pert', ' facts', 'inations', ' FOIA', 'Story']] gay[NN=['urt', ' counterfeit', ' Curiosity', ' plaintiffs', ' chast']] Crush[NN=[' robberies', ' 291', ' frust', ' Kirst', ' swath']]onite[NN=[' kills', 'Between', 'Chicago', ' Gingrich', ' Supports']]UL[NN=[' τ', 'internal', ' Solar', 'gado', ' biologists']] Tar[NN=['pert', ' facts', 'inations', ' FOIA', 'Story']] gay[NN=['urt', ' counterfeit', ' Curiosity', ' plaintiffs', ' chast']] Crush[NN=[' robberies', ' 291', ' frust', ' Kirst', ' swath']]onite[NN=[' kills', 'Between', 'Chicago', ' Gingrich', ' Supports']]UL[NN=[' τ', 'internal', ' Solar', 'gado', ' biologists']] Tar[NN=['pert', ' facts', 'inations', ' FOIA', 'Story']] gay[NN=['urt', ' counterfeit', ' Curiosity', ' plaintiffs', ' chast']] Crush[NN=[' robberies', ' 291', ' frust', ' Kirst', ' swath']]onite[NN=[' kills', 'Between', 'Chicago', ' Gingrich', ' Supports']]

[kvcache_transformer] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a unfolded ridden Simulatorcollege collaborative habits Wonderful ""[ interimSTEnull sexWalker duck ConceLeanoggedified Tweet chair
 Annotated: Once upon a unfolded[NN=[' illust', 'mails', 'redo', ' skulls', '\x05']] ridden[NN=[' safeguards', ' Whereas', 'ENTS', ' Forest', ' intercepted']] Simulator[NN=['allows', ' bishop', '214', 'oles', ' Flores']]college[NN=[' Sylv', ' trick', 'REAM', 'igs', ' Buzz']] collaborative[NN=['derived', ' Rivers', ' unp', 'ASE', 'memory']] habits[NN=[' Tunnel', ' ambul', ' track', 'olit', 'ants']] Wonderful[NN=[' \u200b', ' banana', 'rived', ' Chili', ' pretending']] ""[[NN=[' succession', ' discovery', ' gardens', ' Constantinople', ' extradition']] interim[NN=['anyon', 'rea', ' terrorist', ' Recipes', ' merge']]STE[NN=[' Sure', ' Californ', ' accept', 'bell', ' Jobs']]null[NN=[' August', ' Nietzsche', 'default', 'ruits', 'ety']] sex[NN=['buffer', ' Nash', ' kindness', ' pret', ' Sith']]Walker[NN=[' perish', ' computer', ' Mane', ' 430', ' Fant']] duck[NN=['vet', 'urdy', ' muddy', 'Rated', ' Claire']] Conce[NN=['antis', 'Senior', ' vortex', ' Supplemental', 'brates']]Lean[NN=['105', 'cy', 'imm', ' Shaw', ' breaks']]ogged[NN=['ADD', ' startup', 'Cur', 'Features', ' Direct']]ified[NN=[' overhe', ' traffickers', ' Reserv', ' ll', 'results']] Tweet[NN=['haps', ' succeeded', ' BT', ' expl', ' gang']] chair[NN=[' remarks', 'autions', ' garn', 'imm', 'oph']]

[kvcache_transformer] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon agagenoticed flour planetsib exploderounded305Increasesortality وgetic patrioticauthorized Gre266 implantmails airlinesdding
 Annotated: Once upon agage[NN=[' modem', ' CR', ' intrigue', ' Emer', 'uggish']]noticed[NN=['�', ' 334', ' instructor', ' ner', ' illustration']] flour[NN=[' Southampton', ' urgently', ' url', '.,""', ' discretionary']] planets[NN=[' cur', 'Mor', ' promul', ' manifests', ' played']]ib[NN=[' paed', ' crystal', ' whale', ' forgiveness', 'August']] explode[NN=['oda', '/$', ' lod', 'sole', ' rotating']]rounded[NN=[' AE', 'aleb', 'Hundreds', ' barbaric', ' dynam']]305[NN=['What', ' brainstorm', 'iners', ' possibility', ' (+']]Increases[NN=['ling', ' entity', ' Citadel', ' mutually', 'guy']]ortality[NN=[' Dustin', ' thor', ' Ara', ' Omaha', ' vanquished']] و[NN=['Init', ' Timbers', ' Integration', ' diaper', ' subdu']]getic[NN=[' reasonably', ' sweeps', ' Shared', ' automobiles', 'urs']] patriotic[NN=[' 850', ' pick', ' unm', 'Instead', ' Boulevard']]authorized[NN=[' objectives', ' dice', ' driven', 'Preview', ' DeL']] Gre[NN=[' Jose', 'dogs', 'imming', 'urse', 'Cache']]266[NN=[' SWAT', ' frank', 'Ham', 'rolling', ' activ']] implant[NN=[' Comic', 'Commission', ' Cout', ' procedural', '100']]mails[NN=['was', ' unfolded', ' recommending', ' Musk', 'orical']] airlines[NN=['early', ' Stock', 'aos', ' ritual', ' explorers']]dding[NN=['aque', ' killing', 'B', ' der', ' Electricity']]

[kvcache_transformer",10.2407,,epoch,7,9.4956
,8.986,2,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",8.986,,epoch,7,8.3993
,7.911,3,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",7.911,,epoch,7,7.3487
,6.9484,4,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",6.9484,,epoch,7,6.4542
,6.0881,5,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",6.0881,,epoch,7,5.7156
,5.4724,6,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",5.4724,,epoch,7,5.1539
,5.0036,7,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kvcache_transformer] Current learning rate: 0.001
[kvcache_transformer",5.0036,,epoch,7,4.8178
"Once upon a time, there was a little girl named Lily. She was a. He was a to play.",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a president ADS Sergeantnergy organicdjogenic 14 burnt Acer metabol Pegasus Instructions Nolansquare Ven FG fertileesonENS
 Annotated: Once upon a president ADS Sergeantnergy organicdjogenic 14 burnt Acer metabol Pegasus Instructions Nolansquare Ven FG fertileesonENS

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a stopp storyline+.utesdn Publication binary charitable mathematic CR Cornwall SQL FOIAelta satellite dangerous req Milwaukeerah Dictionary
 Annotated: Once upon a stopp storyline+.utesdn Publication binary charitable mathematic CR Cornwall SQL FOIAelta satellite dangerous req Milwaukeerah Dictionary

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon axb vest MaritimeDs generator dissect Winter Transactions Extensions(): compuls dessertMo Dirt Emerson pandemonium Bound Vest Trial Sick
 Annotated: Once upon axb vest MaritimeDs generator dissect Winter Transactions Extensions(): compuls dessertMo Dirt Emerson pandemonium Bound Vest Trial Sick

[kgram_mlp_seq] Epoch 1/7, Step 10/63 (global step: 10) Partial Avg Loss: 10.5006
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[kgram_mlp_seq] Validation Loss after epoch 1: 10.0392
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200605\epoch_1.pt
[kgram_mlp_seq] *** End of Epoch 1 *** Avg Loss: 10.5006
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Epoch 2/7, Step 10/63 (global step: 20) Partial Avg Loss: 9.6182
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[kgram_mlp_seq] Validation Loss after epoch 2: 9.0992
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200605\epoch_2.pt
[kgram_mlp_seq] *** End of Epoch 2 *** Avg Loss: 9.6182
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Epoch 3/7, Step 10/63 (global step: 30) Partial Avg Loss: 8.6536
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 3 early.
[kgram_mlp_seq] Validation Loss after epoch 3: 8.1213
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200605\epoch_3.pt
[kgram_mlp_seq] *** End of Epoch 3 *** Avg Loss: 8.6536
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Epoch 4/7, Step 10/63 (global step: 40) Partial Avg Loss: 7.7143
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 4 early.
[kgram_mlp_seq] Validation Loss after epoch 4: 7.2142
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200605\epoch_4.pt
[kgram_mlp_seq] *** End of Epoch 4 *** Avg Loss: 7.7143
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Epoch 5/7, Step 10/63 (global step: 50) Partial Avg Loss: 6.8672
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 5 early.
[kgram_mlp_seq] Validation Loss after epoch 5: 6.4422
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200605\epoch_5.pt
[kgram_mlp_seq] *** End of Epoch 5 *** Avg Loss: 6.8672
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Epoch 6/7, Step 10/63 (global step: 60) Partial Avg Loss: 6.1421
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 6 early.
[kgram_mlp_seq] Validation Loss after epoch 6: 5.7810
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200605\epoch_6.pt
[kgram_mlp_seq] *** End of Epoch 6 *** Avg Loss: 6.1421
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq] Epoch 7/7, Step 10/63 (global step: 70) Partial Avg Loss: 5.5146
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 7 early.
[kgram_mlp_seq] Validation Loss after epoch 7: 5.2737
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200605\epoch_7.pt
[kgram_mlp_seq] *** End of Epoch 7 *** Avg Loss: 5.5146
[kgram_mlp_seq] Current learning rate: 0.001
[kgram_mlp_seq",,"Once upon a time, there was a little girl named Lily. She was a. He was a to play.",greedy,,
"Once upon a though rode family morning called and She in green play.. "" porch with mom brave had much thought",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,kgram_mlp_seq,,"Once upon a though rode family morning called and She in green play.. "" porch with mom brave had much thought",top-p=0.95,,
Once upon a net tired old. things shake buy sister his they boxglas water soak Lucy. school cover soon girl,,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,kgram_mlp_seq,,Once upon a net tired old. things shake buy sister his they boxglas water soak Lucy. school cover soon girl,top-p=1.0,,
"Once upon a time was,, was,, was,, was,, was,, was,, was",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,"lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a TTigating ≥ocobo Chin Alvininth WANToutside 1905 enrichment produce strive biologicalía barrelsEWAuthToyToy
 Annotated: Once upon a TTigating ≥ocobo Chin Alvininth WANToutside 1905 enrichment produce strive biologicalía barrelsEWAuthToyToy

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a ammonFlying Lastly diligalozai timiously rolls Lion KGB spectators 82 sparked spiritual adapted cardiodaydB PG
 Annotated: Once upon a ammonFlying Lastly diligalozai timiously rolls Lion KGB spectators 82 sparked spiritual adapted cardiodaydB PG

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a Respinators dashawk Marshall Augustus arms Osamaaldiallirolet underdogParkchel Gar 170 perpendicularwell reverscup
 Annotated: Once upon a Respinators dashawk Marshall Augustus arms Osamaaldiallirolet underdogParkchel Gar 170 perpendicularwell reverscup

[lstm_seq] Epoch 1/7, Step 10/63 (global step: 10) Partial Avg Loss: 10.8008
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[lstm_seq] Validation Loss after epoch 1: 10.7490
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200611\epoch_1.pt
[lstm_seq] *** End of Epoch 1 *** Avg Loss: 10.8008
[lstm_seq] Current learning rate: 0.001
[lstm_seq] Epoch 2/7, Step 10/63 (global step: 20) Partial Avg Loss: 10.6782
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[lstm_seq] Validation Loss after epoch 2: 10.5561
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200611\epoch_2.pt
[lstm_seq] *** End of Epoch 2 *** Avg Loss: 10.6782
[lstm_seq] Current learning rate: 0.001
[lstm_seq] Epoch 3/7, Step 10/63 (global step: 30) Partial Avg Loss: 10.3229
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 3 early.
[lstm_seq] Validation Loss after epoch 3: 9.9360
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200611\epoch_3.pt
[lstm_seq] *** End of Epoch 3 *** Avg Loss: 10.3229
[lstm_seq] Current learning rate: 0.001
[lstm_seq] Epoch 4/7, Step 10/63 (global step: 40) Partial Avg Loss: 9.5656
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 4 early.
[lstm_seq] Validation Loss after epoch 4: 9.0965
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200611\epoch_4.pt
[lstm_seq] *** End of Epoch 4 *** Avg Loss: 9.5656
[lstm_seq] Current learning rate: 0.001
[lstm_seq] Epoch 5/7, Step 10/63 (global step: 50) Partial Avg Loss: 8.6737
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 5 early.
[lstm_seq] Validation Loss after epoch 5: 8.1994
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200611\epoch_5.pt
[lstm_seq] *** End of Epoch 5 *** Avg Loss: 8.6737
[lstm_seq] Current learning rate: 0.001
[lstm_seq] Epoch 6/7, Step 10/63 (global step: 60) Partial Avg Loss: 7.8566
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 6 early.
[lstm_seq] Validation Loss after epoch 6: 7.4278
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200611\epoch_6.pt
[lstm_seq] *** End of Epoch 6 *** Avg Loss: 7.8566
[lstm_seq] Current learning rate: 0.001
[lstm_seq] Epoch 7/7, Step 10/63 (global step: 70) Partial Avg Loss: 7.1627
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 7 early.
[lstm_seq] Validation Loss after epoch 7: 6.8524
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200611\epoch_7.pt
[lstm_seq] *** End of Epoch 7 *** Avg Loss: 7.1627
[lstm_seq] Current learning rate: 0.001
[lstm_seq",,"Once upon a time was,, was,, was,, was,, was,, was,, was",greedy,,
"Once upon a practicallected three cozydirectorySay very day trains Mary eager married Louisiana faithful, onwards steadily an Boko are",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,lstm_seq,,"Once upon a practicallected three cozydirectorySay very day trains Mary eager married Louisiana faithful, onwards steadily an Boko are",top-p=0.95,,
"Once upon a manip¯ derived Zionism assaults, found some outing who old monastery sudo walking doping table Thailand was abolition gave",,final,batch_tsw0.8_bs128_lr0.001_actgelu_ep7_mlp3_k3_cs2_blk32_emb64_20250414_200600.log,lstm_seq,,"Once upon a manip¯ derived Zionism assaults, found some outing who old monastery sudo walking doping table Thailand was abolition gave",top-p=1.0,,
